Iteration,MMAS
251,11323.226
252,11323.226
253,11323.226
254,11323.226
255,11323.226
256,11323.226
257,11323.226
258,11323.226
259,11323.226
260,11323.226
261,11323.226
262,11323.226
263,11323.226
264,11323.226
265,11323.226
266,11323.226
267,11323.226
268,11323.226
269,11323.226
270,11323.226
271,11323.226
272,11323.226
273,11323.226
274,11323.226
275,11323.226
276,11323.226
277,11323.226
278,11323.226
279,11323.226
280,11323.226
281,11323.226
282,11323.226
283,11323.226
284,11323.226
285,11323.226
286,11323.226
287,11323.226
288,11323.226
289,11323.226
290,11323.226
291,11323.226
292,11323.226
293,11323.226
294,11323.226
295,11323.226
296,11323.226
297,11323.226
298,11323.226
299,11323.226
300,11323.226
301,11323.226
302,11323.226
303,11323.226
304,11323.226
305,11323.226
306,11323.226
307,11323.226
308,11323.226
309,11323.226
310,11323.226
311,11323.226
312,11323.226
313,11323.226
314,11323.226
315,11323.226
316,11323.226
317,11323.226
318,11323.226
319,11323.226
320,11323.226
321,11323.226
322,11323.226
323,11323.226
324,11323.226
325,11323.226
326,11323.226
327,11323.226
328,11323.226
329,11323.226
330,11323.226
331,11323.226
332,11323.226
333,11323.226
334,11323.226
335,11323.226
336,11323.226
337,11323.226
338,11323.226
339,11323.226
340,11314.769
341,11314.769
342,11314.769
343,11314.769
344,11314.769
345,11314.769
346,11314.769
347,11314.769
348,11314.769
349,11314.769
350,11314.769
351,11314.769
352,11314.769
353,11314.769
354,11314.769
355,11314.769
356,11314.769
357,11314.769
358,11314.769
359,11314.769
360,11314.769
361,11314.769
362,11314.769
363,11314.769
364,11314.769
365,11314.769
366,11314.769
367,11314.769
368,11314.769
369,11314.769
370,11314.769
371,11314.769
372,11314.769
373,11314.769
374,11314.769
375,11314.769
376,11314.769
377,11314.769
378,11314.769
379,11314.769
380,11314.769
381,11314.769
382,11314.769
383,11314.769
384,11314.769
385,11314.769
386,11314.769
387,11314.769
388,11314.769
389,11314.769
390,11314.769
391,11314.769
392,11314.769
393,11314.769
394,11314.769
395,11314.769
396,11314.769
397,11314.769
398,11314.769
399,11314.769
400,11314.769
401,11314.769
402,11314.769
403,11314.769
404,11314.769
405,11314.769
406,11314.769
407,11314.769
408,11314.769
409,11314.769
410,11314.769
411,11314.769
412,11314.769
413,11314.769
414,11314.769
415,11314.769
416,11314.769
417,11314.769
418,11314.769
419,11314.769
420,11314.769
421,11314.769
422,11314.769
423,11314.769
424,11314.769
425,11314.769
426,11314.769
427,11314.769
428,11314.769
429,11314.769
430,11314.769
431,11314.769
432,11314.769
433,11314.769
434,11314.769
435,11314.769
436,11314.769
437,11314.769
438,11314.769
439,11314.769
440,11314.769
441,11314.769
442,11314.769
443,11314.769
444,11314.769
445,11314.769
446,11314.769
447,11314.769
448,11314.769
449,11314.769
450,11314.769
451,11314.769
452,11314.769
453,11314.769
454,11314.769
455,11314.769
456,11314.769
457,11314.769
458,11314.769
459,11314.769
460,11314.769
461,11314.769
462,11314.769
463,11314.769
464,11314.769
465,11314.769
466,11314.769
467,11314.769
468,11314.769
469,11314.769
470,11314.769
471,11314.769
472,11314.769
473,11314.769
474,11314.769
475,11314.769
476,11314.769
477,11314.769
478,11314.769
479,11314.769
480,11314.769
481,11314.769
482,11314.769
483,11314.769
484,11314.769
485,11314.769
486,11314.769
487,11314.769
488,11314.769
489,11314.769
490,11314.769
491,11314.769
492,11314.769
493,11314.769
494,11314.769
495,11314.769
496,11314.769
497,11314.769
498,11314.769
499,11314.769
500,11314.769
501,11314.769
502,11314.769
503,11314.769
504,11314.769
505,11314.769
506,11314.769
507,11314.769
508,11314.769
509,11314.769
510,11314.769
511,11314.769
512,11314.769
513,11314.769
514,11314.769
515,11314.769
516,11314.769
517,11314.769
518,11314.769
519,11314.769
520,11314.769
521,11314.769
522,11314.769
523,11314.769
524,11314.769
525,11314.769
526,11314.769
527,11314.769
528,11314.769
529,11314.769
530,11314.769
531,11314.769
532,11314.769
533,11314.769
534,11314.769
535,11314.769
536,11314.769
537,11314.769
538,11314.769
539,11314.769
540,11314.769
541,11314.769
542,11314.769
543,11314.769
544,11314.769
545,11314.769
546,11314.769
547,11314.769
548,11314.769
549,11314.769
550,11314.769
551,11314.769
552,11314.769
553,11314.769
554,11314.769
555,11314.769
556,11314.769
557,11314.769
558,11314.769
559,11314.769
560,11314.769
561,11314.769
562,11314.769
563,11314.769
564,11314.769
565,11314.769
566,11314.769
567,11314.769
568,11314.769
569,11314.769
570,11314.769
571,11314.769
572,11314.769
573,11314.769
574,11314.769
575,11314.769
576,11314.769
577,11314.769
578,11314.769
579,11314.769
580,11314.769
581,11314.769
582,11314.769
583,11314.769
584,11314.769
585,11314.769
586,11314.769
587,11314.769
588,11314.769
589,11314.769
590,11314.769
591,11314.769
592,11314.769
593,11314.769
594,11314.769
595,11314.769
596,11314.769
597,11314.769
598,11314.769
599,11314.769
600,11314.769
601,11314.769
602,11314.769
603,11314.769
604,11314.769
605,11314.769
606,11314.769
607,11314.769
608,11314.769
609,11314.769
610,11314.769
611,11314.769
612,11314.769
613,11314.769
614,11314.769
615,11314.769
616,11314.769
617,11314.769
618,11314.769
619,11314.769
620,11142.188
621,11142.188
622,11142.188
623,11142.188
624,11142.188
625,11142.188
626,11142.188
627,11142.188
628,11142.188
629,11142.188
630,11142.188
631,11142.188
632,11142.188
633,11142.188
634,11142.188
635,11142.188
636,11142.188
637,11142.188
638,11142.188
639,11142.188
640,11142.188
641,11142.188
642,11142.188
643,11142.188
644,11142.188
645,11142.188
646,11142.188
647,11142.188
648,11142.188
649,11142.188
650,11142.188
651,11142.188
652,11142.188
653,11142.188
654,11142.188
655,11142.188
656,11142.188
657,11142.188
658,11142.188
659,11142.188
660,11142.188
661,11142.188
662,11142.188
663,11142.188
664,11142.188
665,11142.188
666,11142.188
667,11142.188
668,11142.188
669,11142.188
670,11142.188
671,11142.188
672,11142.188
673,11142.188
674,11142.188
675,11142.188
676,11142.188
677,11142.188
678,11142.188
679,11142.188
680,11142.188
681,11142.188
682,11142.188
683,11142.188
684,11142.188
685,11142.188
686,11142.188
687,11142.188
688,11142.188
689,11142.188
690,11142.188
691,11142.188
692,11142.188
693,11142.188
694,11142.188
695,11142.188
696,11142.188
697,11142.188
698,11142.188
699,11142.188
700,11142.188
701,11142.188
702,11142.188
703,11142.188
704,11142.188
705,11142.188
706,11142.188
707,11142.188
708,11142.188
709,11142.188
710,11142.188
711,11142.188
712,11142.188
713,11142.188
714,11142.188
715,11142.188
716,11142.188
717,11142.188
718,11142.188
719,11142.188
720,11142.188
721,11142.188
722,11142.188
723,11142.188
724,11142.188
725,11142.188
726,11142.188
727,11142.188
728,11142.188
729,11142.188
730,11142.188
731,11142.188
732,11142.188
733,11142.188
734,11142.188
735,11142.188
736,11142.188
737,11142.188
738,11142.188
739,11142.188
740,11142.188
741,11142.188
742,11142.188
743,11142.188
744,11142.188
745,11142.188
746,11142.188
747,11142.188
748,11142.188
749,11142.188
750,11142.188
751,11142.188
752,11142.188
753,11142.188
754,11142.188
755,11142.188
756,11142.188
757,11142.188
758,11142.188
759,11142.188
760,11142.188
761,11142.188
762,11142.188
763,11142.188
764,11142.188
765,11142.188
766,11142.188
767,11142.188
768,11142.188
769,11142.188
770,11142.188
771,11142.188
772,11142.188
773,11142.188
774,11142.188
775,11142.188
776,11142.188
777,11142.188
778,11142.188
779,11142.188
780,11142.188
781,11142.188
782,11142.188
783,11142.188
784,11142.188
785,11142.188
786,11142.188
787,11142.188
788,11142.188
789,11142.188
790,11142.188
791,11142.188
792,11142.188
793,11142.188
794,11142.188
795,11142.188
796,11142.188
797,11142.188
798,11142.188
799,11142.188
800,11142.188
801,11142.188
802,11142.188
803,11142.188
804,11142.188
805,11142.188
806,11142.188
807,11142.188
808,11142.188
809,11142.188
810,11142.188
811,11142.188
812,11142.188
813,11142.188
814,11142.188
815,11142.188
816,11142.188
817,11142.188
818,11142.188
819,11142.188
820,11142.188
821,11142.188
822,11142.188
823,11142.188
824,11142.188
825,11142.188
826,11142.188
827,11142.188
828,11142.188
829,11142.188
830,11142.188
831,11142.188
832,11142.188
833,11142.188
834,11142.188
835,11142.188
836,11142.188
837,11142.188
838,11142.188
839,11142.188
840,11142.188
841,11142.188
842,11142.188
843,11142.188
844,11142.188
845,11142.188
846,11142.188
847,11142.188
848,11142.188
849,11142.188
850,11142.188
851,11142.188
852,11142.188
853,11142.188
854,11142.188
855,11142.188
856,11142.188
857,11142.188
858,11142.188
859,11142.188
860,11142.188
861,11142.188
862,11142.188
863,11142.188
864,11142.188
865,11142.188
866,11142.188
867,11142.188
868,11142.188
869,11142.188
870,11142.188
871,11142.188
872,11142.188
873,11142.188
874,11142.188
875,11142.188
876,11142.188
877,11142.188
878,11142.188
879,11142.188
880,11142.188
881,11142.188
882,11142.188
883,11142.188
884,11142.188
885,11142.188
886,11142.188
887,11142.188
888,11142.188
889,11142.188
890,11142.188
891,11142.188
892,11142.188
893,11142.188
894,11142.188
895,11142.188
896,11142.188
897,11142.188
898,11142.188
899,11142.188
900,11142.188
901,11142.188
902,11142.188
903,11142.188
904,11142.188
905,11142.188
906,11142.188
907,11142.188
908,11142.188
909,11142.188
910,11142.188
911,11142.188
912,11142.188
913,11142.188
914,11142.188
915,11142.188
916,11142.188
917,11142.188
918,11142.188
919,11142.188
920,11142.188
921,11142.188
922,11142.188
923,11142.188
924,11142.188
925,11142.188
926,11142.188
927,11142.188
928,11142.188
929,11142.188
930,11142.188
931,11142.188
932,11142.188
933,11142.188
934,11142.188
935,11142.188
936,11142.188
937,11142.188
938,11142.188
939,11142.188
940,11142.188
941,11142.188
942,11142.188
943,11142.188
944,11142.188
945,11142.188
946,11142.188
947,11142.188
948,11142.188
949,11142.188
950,11142.188
951,11142.188
952,11142.188
953,11142.188
954,11142.188
955,11142.188
956,11142.188
957,11142.188
958,11142.188
959,11142.188
960,11142.188
961,11142.188
962,11142.188
963,11142.188
964,11142.188
965,11142.188
966,11142.188
967,11142.188
968,11142.188
969,11142.188
970,11142.188
971,11142.188
972,11142.188
973,11142.188
974,11142.188
975,11142.188
976,11142.188
977,11142.188
978,11142.188
979,11142.188
980,11142.188
981,11142.188
982,11142.188
983,11142.188
984,11142.188
985,11142.188
986,11142.188
987,11142.188
988,11142.188
989,11142.188
990,11142.188
991,11142.188
992,11142.188
993,11142.188
994,11142.188
995,11142.188
996,11142.188
997,11142.188
998,11142.188
999,11142.188
1000,11142.188
1001,11142.188
1002,11142.188
1003,11142.188
1004,11142.188
1005,11142.188
1006,11142.188
1007,11142.188
1008,11142.188
1009,11142.188
1010,11142.188
1011,11142.188
1012,11142.188
1013,11142.188
1014,11142.188
1015,11142.188
1016,11142.188
1017,11142.188
1018,11142.188
1019,11142.188
1020,11142.188
1021,11142.188
1022,11142.188
1023,11142.188
1024,11142.188
1025,11142.188
1026,11142.188
1027,11142.188
1028,11142.188
1029,11142.188
1030,11142.188
1031,11142.188
1032,11142.188
1033,11142.188
1034,11142.188
1035,11142.188
1036,11142.188
1037,11142.188
1038,11142.188
1039,11142.188
1040,11142.188
1041,11142.188
1042,11142.188
1043,11142.188
1044,11142.188
1045,11142.188
1046,11142.188
1047,11142.188
1048,11142.188
1049,11142.188
1050,11142.188
1051,11142.188
1052,11142.188
1053,11142.188
1054,11142.188
1055,11142.188
1056,11142.188
1057,11142.188
1058,11142.188
1059,11142.188
1060,11142.188
1061,11142.188
1062,11142.188
1063,11142.188
1064,11142.188
1065,11142.188
1066,11142.188
1067,11142.188
1068,11142.188
1069,11142.188
1070,11142.188
1071,11142.188
1072,11142.188
1073,11142.188
1074,11142.188
1075,11142.188
1076,11142.188
1077,11142.188
1078,11142.188
1079,11142.188
1080,11142.188
1081,11142.188
1082,11142.188
1083,11142.188
1084,11142.188
1085,11142.188
1086,11142.188
1087,11142.188
1088,11142.188
1089,11142.188
1090,11142.188
1091,11142.188
1092,11142.188
1093,11142.188
1094,11142.188
1095,11142.188
1096,11142.188
1097,11142.188
1098,11142.188
1099,11142.188
1100,11142.188
1101,11142.188
1102,11142.188
1103,11142.188
1104,11142.188
1105,11142.188
1106,11142.188
1107,11142.188
1108,11142.188
1109,11142.188
1110,11142.188
1111,11142.188
1112,11142.188
1113,11142.188
1114,11142.188
1115,11142.188
1116,11142.188
1117,11142.188
1118,11142.188
1119,11142.188
1120,11142.188
1121,11142.188
1122,11142.188
1123,11142.188
1124,11142.188
1125,11142.188
1126,11142.188
1127,11142.188
1128,11142.188
1129,11142.188
1130,11142.188
1131,11142.188
1132,11142.188
1133,11142.188
1134,11142.188
1135,11142.188
1136,11142.188
1137,11142.188
1138,11142.188
1139,11142.188
1140,11142.188
1141,11142.188
1142,11142.188
1143,11142.188
1144,11142.188
1145,11142.188
1146,11142.188
1147,11142.188
1148,11142.188
1149,11142.188
1150,11142.188
1151,11142.188
1152,11142.188
1153,11142.188
1154,11142.188
1155,11142.188
1156,11142.188
1157,11142.188
1158,11142.188
1159,11142.188
1160,11142.188
1161,11142.188
1162,11142.188
1163,11142.188
1164,11142.188
1165,11142.188
1166,11142.188
1167,11142.188
1168,11142.188
1169,11142.188
1170,11142.188
1171,11142.188
1172,11142.188
1173,11142.188
1174,11142.188
1175,11142.188
1176,11142.188
1177,11142.188
1178,11142.188
1179,11142.188
1180,11142.188
1181,11142.188
1182,11142.188
1183,11142.188
1184,11142.188
1185,11142.188
1186,11142.188
1187,11142.188
1188,11142.188
1189,11142.188
1190,11142.188
1191,11142.188
1192,11142.188
1193,11142.188
1194,11142.188
1195,11142.188
1196,11142.188
1197,11142.188
1198,11142.188
1199,11142.188
1200,11142.188
1201,11142.188
1202,11142.188
1203,11142.188
1204,11142.188
1205,11142.188
1206,11142.188
1207,11142.188
1208,11142.188
1209,11142.188
1210,11142.188
1211,11142.188
1212,11142.188
1213,11142.188
1214,11142.188
1215,11142.188
1216,11142.188
1217,11142.188
1218,11142.188
1219,11142.188
1220,11142.188
1221,11142.188
1222,11142.188
1223,11142.188
1224,11142.188
1225,11142.188
1226,11142.188
1227,11142.188
1228,11142.188
1229,11142.188
1230,11142.188
1231,11142.188
1232,11142.188
1233,11142.188
1234,11142.188
1235,11142.188
1236,11142.188
1237,11142.188
1238,11142.188
1239,11142.188
1240,11142.188
1241,11142.188
1242,11142.188
1243,11142.188
1244,11142.188
1245,11142.188
1246,11142.188
1247,11142.188
1248,11142.188
1249,11142.188
1250,11142.188
1251,11142.188
1252,11142.188
1253,11142.188
1254,11142.188
1255,11142.188
1256,11142.188
1257,11142.188
1258,11142.188
1259,11142.188
1260,11142.188
1261,11142.188
1262,11142.188
1263,11142.188
1264,11142.188
1265,11142.188
1266,11142.188
1267,11142.188
1268,11142.188
1269,11142.188
1270,11142.188
1271,11142.188
1272,11142.188
1273,11142.188
1274,11142.188
1275,11142.188
1276,11142.188
1277,11142.188
1278,11142.188
1279,11142.188
1280,11142.188
1281,11142.188
1282,11142.188
1283,11142.188
1284,11142.188
1285,11142.188
1286,11142.188
1287,11142.188
1288,11142.188
1289,11142.188
1290,11142.188
1291,11142.188
1292,11142.188
1293,11142.188
1294,11142.188
1295,11142.188
1296,11142.188
1297,11142.188
1298,11142.188
1299,11142.188
1300,11142.188
1301,11142.188
1302,11142.188
1303,11142.188
1304,11142.188
1305,11142.188
1306,11142.188
1307,11142.188
1308,11142.188
1309,11142.188
1310,11142.188
1311,11142.188
1312,11142.188
1313,11142.188
1314,11142.188
1315,11142.188
1316,11142.188
1317,11142.188
1318,11142.188
1319,11142.188
1320,11142.188
1321,11142.188
1322,11142.188
1323,11142.188
1324,11142.188
1325,11142.188
1326,11142.188
1327,11142.188
1328,11142.188
1329,11142.188
1330,11142.188
1331,11142.188
1332,11142.188
1333,11142.188
1334,11142.188
1335,11142.188
1336,11142.188
1337,11142.188
1338,11142.188
1339,11142.188
1340,11142.188
1341,11142.188
1342,11142.188
1343,11142.188
1344,11142.188
1345,11142.188
1346,11142.188
1347,11142.188
1348,11142.188
1349,11142.188
1350,11142.188
1351,11142.188
1352,11142.188
1353,11142.188
1354,11142.188
1355,11142.188
1356,11142.188
1357,11142.188
1358,11142.188
1359,11142.188
1360,11142.188
1361,11142.188
1362,11142.188
1363,11142.188
1364,11142.188
1365,11142.188
1366,11142.188
1367,11142.188
1368,11142.188
1369,11142.188
1370,11142.188
1371,11142.188
1372,11142.188
1373,11142.188
1374,11142.188
1375,11142.188
1376,11142.188
1377,11142.188
1378,11142.188
1379,11142.188
1380,11142.188
1381,11142.188
1382,11142.188
1383,11142.188
1384,11142.188
1385,11142.188
1386,11142.188
1387,11142.188
1388,11142.188
1389,11142.188
1390,11142.188
1391,11142.188
1392,11142.188
1393,11142.188
1394,11142.188
1395,11142.188
1396,11142.188
1397,11142.188
1398,11142.188
1399,11142.188
1400,11142.188
1401,11142.188
1402,11142.188
1403,11142.188
1404,11142.188
1405,11142.188
1406,11142.188
1407,11142.188
1408,11142.188
1409,11142.188
1410,11142.188
1411,11142.188
1412,11142.188
1413,11142.188
1414,11142.188
1415,11142.188
1416,11142.188
1417,11142.188
1418,11142.188
1419,11142.188
1420,11142.188
1421,11142.188
1422,11142.188
1423,11142.188
1424,11142.188
1425,11142.188
1426,11142.188
1427,11142.188
1428,11142.188
1429,11142.188
1430,11142.188
1431,11142.188
1432,11142.188
1433,11142.188
1434,11142.188
1435,11142.188
1436,11142.188
1437,11142.188
1438,11142.188
1439,11142.188
1440,11142.188
1441,11142.188
1442,11142.188
1443,11142.188
1444,11142.188
1445,11142.188
1446,11142.188
1447,11142.188
1448,11142.188
1449,11142.188
1450,11142.188
1451,11142.188
1452,11142.188
1453,11142.188
1454,11142.188
1455,11142.188
1456,11142.188
1457,11142.188
1458,11142.188
1459,11142.188
1460,11142.188
1461,11142.188
1462,11142.188
1463,11142.188
1464,11142.188
1465,11142.188
1466,11142.188
1467,11142.188
1468,11142.188
1469,11142.188
1470,11142.188
1471,11142.188
1472,11142.188
1473,11142.188
1474,11142.188
1475,11142.188
1476,11142.188
1477,11142.188
1478,11142.188
1479,11142.188
1480,11142.188
1481,11142.188
1482,11142.188
1483,11142.188
1484,11142.188
1485,11142.188
1486,11142.188
1487,11142.188
1488,11142.188
1489,11142.188
1490,11142.188
1491,11142.188
1492,11142.188
1493,11142.188
1494,11142.188
1495,11142.188
1496,11142.188
1497,11142.188
1498,11142.188
1499,11142.188
1500,11142.188
1501,11142.188
1502,11142.188
1503,11142.188
1504,11142.188
1505,11142.188
1506,11142.188
1507,11142.188
1508,11142.188
1509,11142.188
1510,11142.188
1511,11142.188
1512,11142.188
1513,11142.188
1514,11142.188
1515,11142.188
1516,11142.188
1517,11142.188
1518,11142.188
1519,11142.188
1520,11142.188
1521,11142.188
1522,11142.188
1523,11142.188
1524,11142.188
1525,11142.188
1526,11142.188
1527,11142.188
1528,11142.188
1529,11142.188
1530,11142.188
1531,11142.188
1532,11142.188
1533,11142.188
1534,11142.188
1535,11142.188
1536,11142.188
1537,11142.188
1538,11142.188
1539,11142.188
1540,11142.188
1541,11142.188
1542,11142.188
1543,11142.188
1544,11142.188
1545,11142.188
1546,11142.188
1547,11142.188
1548,11142.188
1549,11142.188
1550,11142.188
1551,11142.188
1552,11142.188
1553,11142.188
1554,11142.188
1555,11142.188
1556,11142.188
1557,11142.188
1558,11142.188
1559,11142.188
1560,11142.188
1561,11142.188
1562,11142.188
1563,11142.188
1564,11142.188
1565,11142.188
1566,11142.188
1567,11142.188
1568,11142.188
1569,11142.188
1570,11142.188
1571,11142.188
1572,11142.188
1573,11142.188
1574,11142.188
1575,11142.188
1576,11142.188
1577,11142.188
1578,11142.188
1579,11142.188
1580,11142.188
1581,11142.188
1582,11142.188
1583,11142.188
1584,11142.188
1585,11142.188
1586,11142.188
1587,11142.188
1588,11142.188
1589,11142.188
1590,11142.188
1591,11142.188
1592,11142.188
1593,11142.188
1594,11142.188
1595,11142.188
1596,11142.188
1597,11142.188
1598,11142.188
1599,11142.188
1600,11142.188
1601,11142.188
1602,11142.188
1603,11142.188
1604,11142.188
1605,11142.188
1606,11142.188
1607,11142.188
1608,11142.188
1609,11142.188
1610,11142.188
1611,11142.188
1612,11142.188
1613,11142.188
1614,11142.188
1615,11142.188
1616,11142.188
1617,11142.188
1618,11142.188
1619,11142.188
1620,11142.188
1621,11142.188
1622,11142.188
1623,11142.188
1624,11142.188
1625,11142.188
1626,11142.188
1627,11142.188
1628,11142.188
1629,11142.188
1630,11142.188
1631,11142.188
1632,11142.188
1633,11142.188
1634,11142.188
1635,11142.188
1636,11142.188
1637,11142.188
1638,11142.188
1639,11142.188
1640,11142.188
1641,11142.188
1642,11142.188
1643,11142.188
1644,11142.188
1645,11142.188
1646,11142.188
1647,11142.188
1648,11142.188
1649,11142.188
1650,11142.188
1651,11142.188
1652,11142.188
1653,11142.188
1654,11142.188
1655,11142.188
1656,11142.188
1657,11142.188
1658,11142.188
1659,11142.188
1660,11142.188
1661,11142.188
1662,11142.188
1663,11142.188
1664,11142.188
1665,11142.188
1666,11142.188
1667,11142.188
1668,11142.188
1669,11142.188
1670,11142.188
1671,11142.188
1672,11142.188
1673,11142.188
1674,11142.188
1675,11142.188
1676,11142.188
1677,11142.188
1678,11142.188
1679,11142.188
1680,11142.188
1681,11142.188
1682,11142.188
1683,11142.188
1684,11142.188
1685,11142.188
1686,11142.188
1687,11142.188
1688,11142.188
1689,11142.188
1690,11142.188
1691,11142.188
1692,11142.188
1693,11142.188
1694,11142.188
1695,11142.188
1696,11142.188
1697,11142.188
1698,11142.188
1699,11142.188
1700,11142.188
1701,11142.188
1702,11142.188
1703,11142.188
1704,11142.188
1705,11142.188
1706,11142.188
1707,11142.188
1708,11142.188
1709,11142.188
1710,11142.188
1711,11142.188
1712,11142.188
1713,11142.188
1714,11142.188
1715,11142.188
1716,11142.188
1717,11142.188
1718,11142.188
1719,11142.188
1720,11142.188
1721,11142.188
1722,11142.188
1723,11142.188
1724,11142.188
1725,11142.188
1726,11142.188
1727,11142.188
1728,11142.188
1729,11142.188
1730,11142.188
1731,11142.188
1732,11142.188
1733,11142.188
1734,11142.188
1735,11142.188
1736,11142.188
1737,11142.188
1738,11142.188
1739,11142.188
1740,11142.188
1741,11142.188
1742,11142.188
1743,11142.188
1744,11142.188
1745,11142.188
1746,11142.188
1747,11142.188
1748,11142.188
1749,11142.188
1750,11142.188
1751,11142.188
1752,11142.188
1753,11142.188
1754,11142.188
1755,11142.188
1756,11142.188
1757,11142.188
1758,11142.188
1759,11142.188
1760,11142.188
1761,11142.188
1762,11142.188
1763,11142.188
1764,11142.188
1765,11142.188
1766,11142.188
1767,11142.188
1768,11142.188
1769,11142.188
1770,11142.188
1771,11142.188
1772,11142.188
1773,11142.188
1774,11142.188
1775,11142.188
1776,11142.188
1777,11142.188
1778,11142.188
1779,11142.188
1780,11142.188
1781,11142.188
1782,11142.188
1783,11142.188
1784,11142.188
1785,11142.188
1786,11142.188
1787,11142.188
1788,11142.188
1789,11142.188
1790,11142.188
1791,11142.188
1792,11142.188
1793,11142.188
1794,11142.188
1795,11142.188
1796,11142.188
1797,11142.188
1798,11142.188
1799,11142.188
1800,11142.188
1801,11142.188
1802,11142.188
1803,11142.188
1804,11142.188
1805,11142.188
1806,11142.188
1807,11142.188
1808,11142.188
1809,11142.188
1810,11142.188
1811,11142.188
1812,11142.188
1813,11142.188
1814,11142.188
1815,11142.188
1816,11142.188
1817,11142.188
1818,11142.188
1819,11142.188
1820,11142.188
1821,11142.188
1822,11142.188
1823,11142.188
1824,11142.188
1825,11142.188
1826,11142.188
1827,11142.188
1828,11142.188
1829,11142.188
1830,11142.188
1831,11142.188
1832,11142.188
1833,11142.188
1834,11142.188
1835,11142.188
1836,11142.188
1837,11142.188
1838,11142.188
1839,11142.188
1840,11142.188
1841,11142.188
1842,11142.188
1843,11142.188
1844,11142.188
1845,11142.188
1846,11142.188
1847,11142.188
1848,11142.188
1849,11142.188
1850,11142.188
1851,11142.188
1852,11142.188
1853,11142.188
1854,11142.188
1855,11142.188
1856,11142.188
1857,11142.188
1858,11142.188
1859,11142.188
1860,11142.188
1861,11142.188
1862,11142.188
1863,11142.188
1864,11142.188
1865,11142.188
1866,11142.188
1867,11142.188
1868,11142.188
1869,11142.188
1870,11142.188
1871,11142.188
